numero,arquivo,artista,musica
09014,09014.mp4,CARPENTERS,CLOSE TO YOU
09015,09015.mp4,LOS LOBOS,COM'ON LET'S GO
09016,09016.mp4,BOB MARLEY,COULD YOU BE LOVED
09017,09017.mp4,QUEEN,CRAZY LITTLE THING CALLED LOVE
09018,09018.mp4,GWYNETH PALTROW & HUEY LEWIS,CRUISIN'
09019,09019.mp4,RICK ASTLEY,CRY FOR HELP
09020,09020.mp4,DIANA KRALL,CRY ME A RIVER
09021,09021.mp4,TOPLOADER,DANCING IN THE MOONLIGHT
09022,09022.mp4,AVRIL LAVIGNE,DON'T TELL ME
09023,09023.mp4,SIMPLE MINDS,DON'T YOU FORGET ABOUT ME
09024,09024.mp4,PHILIP BAILEY & PHIL COLLINS,EASY LOVER
09025,09025.mp4,SAMANTHA SANG & BEE GEES,EMOTION
09026,09026.mp4,ALAN JACKSON,EVERYTHING I LOVE
09027,09027.mp4,BREAD,EVERYTHING I OWN
09028,09028.mp4,CHRIS REA,FOOL (IF YOU THINK IT'S OVER)
09029,09029.mp4,DEBBIE GIBSON,FOOLISH BEAT
09030,09030.mp4,KISS,FOREVER
09031,09031.mp4,THE CORRS,FORGIVEN NOT FORGOTTEN
09032,09032.mp4,THE SMITHS,GIRLFRIEND IN A COMA
09033,09033.mp4,3 DOORS DOWN,HERE WITHOUT YOU
09034,09034.mp4,OLIVIA NEWTON JOHN,HOPELESSLY DEVOTED TO YOU
09035,09035.mp4,MICHAEL MCDONALD,I HEARD IT THROUGH THE GRAPEVINE
09036,09036.mp4,ALAN JACKSON,I'LL TRY
09037,09037.mp4,CELINE DION,I'M ALIVE
09038,09038.mp4,DAVID LEE ROTH,JUST A GIGOLO
09039,09039.mp4,GEORGE MICHAEL,KISSING A FOOL
09040,09040.mp4,THE CRANBERRIES,LINGER
09041,09041.mp4,ALAN JACKSON,LIVIN' ON LOVE
09042,09042.mp4,PAUL ANKA,LONELY BOY
09043,09043.mp4,VILLAGE PEOPLE,MACHO MAN
09044,09044.mp4,BILLY PAUL,ME AND MRS. JONES
09045,09045.mp4,BEE GEES,MORE THAN A WOMAN
09046,09046.mp4,EXTREME,MORE THAN WORDS
09047,09047.mp4,JOE JEFFREY & GROUP,MY PLEDGE OF LOVE
09048,09048.mp4,THE CRANBERRIES,ODE TO MY FAMILY
09049,09049.mp4,BARRY MANILOW,READY TO TAKE A CHANCE AGAIN
09050,09050.mp4,BOB MARLEY,REDEMPTION SONG
09051,09051.mp4,BEE GEES,RUN TO ME
09052,09052.mp4,ROBBIE WILLIAMS,SEXED UP
09053,09053.mp4,KC & THE SUNSHINE BAND,"SHAKE, SHAKE, SHAKE (SHAKE YOUR B"
09054,09054.mp4,MORRIS ALBERT,SHE'S MY GIRL
09055,09055.mp4,SANTANA,SMOOTH
09056,09056.mp4,SADE,SMOOTH OPERATOR
09057,09057.mp4,ROBBIE WILLIAMS & NICOLE KIDMAN,SOMETHIN' STUPID
09058,09058.mp4,SIMPLY RED,STARS
09059,09059.mp4,TONY BENNETT,STELLA BY STARLIGHT
09060,09060.mp4,LIGHT REFLECTIONS,TELL ME ONCE AGAIN
09061,09061.mp4,THE WONDERS,THAT THING YOU DO
09062,09062.mp4,NEIL SEDAKA,THE DIARY
09063,09063.mp4,EARL GRANT,THE END
09064,09064.mp4,FRANK SINATRA & LUTHER VANDROSS,THE LADY IS A TRAMP
09065,09065.mp4,EURYTHMICS,THE MIRACLE OF LOVE
09066,09066.mp4,SIMON AND GARFUNKEL,THE SOUND OF SILENCE
09067,09067.mp4,GUESS WHO,THESE EYES
09068,09068.mp4,CARPENTERS,THIS MASQUERADE
09069,09069.mp4,BEE GEES,TO LOVE SOMEBODY
09070,09070.mp4,MATCHBOX TWENTY,UNWELL
09071,09071.mp4,DOOBIE BROTHERS,WHAT A FOOL BELIEVES
09072,09072.mp4,4 NON BLONDES,WHAT'S UP
09073,09073.mp4,C.C.R.,WHO'LL STOP THE RAIN
09074,09074.mp4,CAT STEVENS,WILD WORLD
09075,09075.mp4,GLORIA ESTEFAN,WORDS GET IN THE WAY
09076,09076.mp4,ROY ORBISON,YOU GOT IT
09077,09077.mp4,CARLY SIMON,YOU KNOW WHAT TO DO
09078,09078.mp4,SIMPLY RED,YOU MAKE ME FEEL BRAND NEW
09079,09079.mp4,ELTON JOHN,YOUR SONG
09080,09080.mp4,SHANIA TWAIN,YOU'RE STILL THE ONE
09081,09081.mp4,SPICE GIRLS,2 BECOME 1
09082,09082.mp4,JOHNNY MATHIS,A CERTAIN SMILE
09083,09083.mp4,AMERICA,A HORSE WITH NO NAME
09084,09084.mp4,ERASURE,A LITTLE RESPECT
09085,09085.mp4,FLEETWOOD MAC,AFFAIRS OF THE HEART
09086,09086.mp4,WHITNEY HOUSTON,ALL AT ONCE
09087,09087.mp4,FRANK SINATRA,ALL THE THINGS YOU ARE
09088,09088.mp4,HEART,ALONE
09089,09089.mp4,FLEETWOOD MAC,ANGEL
09090,09090.mp4,PAUL MCCARTNEY,ANOTHER DAY
09091,09091.mp4,TRAVIS TRITT,ANYMORE
09092,09092.mp4,THE 5TH DIMENSION,AQUARIUS
09093,09093.mp4,THE FOUR TOPS,ASK THE LONELY
09094,09094.mp4,GERRY RAFFERTY,BAKER STREET
09095,09095.mp4,FRANK SINATRA,BLUE MOON
09096,09096.mp4,THE OUTFIELD,CLOSER TO ME
09097,09097.mp4,ERIC CLAPTON,COCAINE
09098,09098.mp4,K.D.LANG,CONSTANT CRAVING
09099,09099.mp4,EAGLES,DESPERADO
09100,09100.mp4,WHITNEY HOUSTON,DIDN'T WE ALMOST HAVE IT ALL
09101,09101.mp4,SUPERTRAMP,DREAMER
09102,09102.mp4,BACKSTREET BOYS,DROWNING
09103,09103.mp4,ELTON JOHN,EMPTY GARDEN
09104,09104.mp4,BARRY MANILOW,EVEN NOW
09105,09105.mp4,AIR SUPPLY,EVEN THE NIGHTS ARE BETTER
09106,09106.mp4,POLICE,EVERY LITTLE THING SHE DOES IS MAG
09107,09107.mp4,GEORGE MICHAEL,FATHER FIGURE
09108,09108.mp4,STING,FIELDS OF GOLD
09109,09109.mp4,FRANK SINATRA,FOR EVERY MAN THERE'S A WOMAN
09110,09110.mp4,BEATLES,GET BACK
09111,09111.mp4,BARBRA STREISAND & BARRY GIBB,GUILTY
09112,09112.mp4,FLEETWOOD MAC,GYPSY
09113,09113.mp4,JAMES TAYLOR,HANDY MAN
09114,09114.mp4,GLORIA ESTEFAN,HERE WE ARE
09115,09115.mp4,CARPENTERS,HURTING EACH OTHER
09116,09116.mp4,ABBA,I HAVE A DREAM
09117,09117.mp4,WHITNEY HOUSTON,I HAVE NOTHING
09118,09118.mp4,OLIVIA NEWTON JOHN,I HONESTLY LOVE YOU
09119,09119.mp4,ART GARFUNKEL,I ONLY HAVE EYES FOR YOU
09120,09120.mp4,U2,I STILL HAVEN'T FOUND WHAT I'M
09121,09121.mp4,CELINE DION,IF THERE WAS - ANY OTHER WAY
09122,09122.mp4,TOTO,I'LL BE OVER YOU
09123,09123.mp4,PETER FRAMPTON,I'M IN YOU
09124,09124.mp4,BUDDY HOLLY,I'M LOOKIN' FOR SOMEONE TO LOVE
09125,09125.mp4,POINTER SISTERS,I'M SO EXCITED
09126,09126.mp4,ELVIS PRESLEY,IN THE GHETTO
09127,09127.mp4,BOB MARLEY & THE WAILERS,IS THIS LOVE
09128,09128.mp4,ALBERT HAMMOND,IT NEVER RAINS IN SOUTHERN CALIFO
09129,09129.mp4,BONNIE TYLER,IT'S A HEARTACHE
09130,09130.mp4,MEN AT WORK,IT'S A MISTAKE
09131,09131.mp4,BILL MEDLEY & J.WARNES,I'VE HAD THE TIME OF MY LIFE
09132,09132.mp4,PEARL JAM,LAST KISS
09133,09133.mp4,CARPENTERS,LET ME BE THE ONE
09134,09134.mp4,BARRY MANILOW,LOOKS LIKE WE MADE IT
09135,09135.mp4,DAYANE TAYLOR,LOVE WILL LEAD YOU BACK
09136,09136.mp4,WHITNEY HOUSTON,LOVER FOR LIFE
09137,09137.mp4,ERIC CARMEN,MAKE ME LOSE CONTROL
09138,09138.mp4,PETER GABRIEL,MERCY STREET
09139,09139.mp4,ALAN JACKSON,MIDNIGHT IN MONTGOMERY
09140,09140.mp4,BACKSTREET BOYS,MORE THAN THAT
09141,09141.mp4,JACKSON 5,NEVER CAN SAY GOODBYE
09142,09142.mp4,RICK ASTLEY,NEVER GONNA GIVE YOU UP
09143,09143.mp4,ASSOCIATION,NEVER MY LOVE
09144,09144.mp4,ALICE COOPER,NO MORE MR. NICE GUY
09145,09145.mp4,CARLY SIMON,NOBODY DOES IT BETTER
09146,09146.mp4,INXS,NOT ENOUGH TIME
09147,09147.mp4,SINEAD O'CONNOR,NOTHING COMPARES TO YOU
09148,09148.mp4,GUNS N' ROSES,NOVEMBER RAIN
09149,09149.mp4,BEATLES,OH DARLING
09150,09150.mp4,DIANA ROSS,ONE LOVE IN MY LIFETIME
09151,09151.mp4,GEORGE MICHAEL,ONE MORE TRY
09152,09152.mp4,JUDY GARLAND,OVER THE RAINBOW
09153,09153.mp4,MEN AT WORK,OVERKILL
09154,09154.mp4,JOHNNY RIVERS,POOR SIDE OF TOWN
09155,09155.mp4,ANNIE LENNOX & AL GREEN,PUT A LITTLE LOVE IN YOUR HEART
09156,09156.mp4,CARPENTERS,RAINY DAYS AND MONDAYS
09157,09157.mp4,THE FOUR TOPS,REACH OUT I'LL BE THERE
09158,09158.mp4,LISA STANSFIELD,REAL LOVE
09159,09159.mp4,ELVIS PRESLEY,RETURN TO SENDER
09160,09160.mp4,PEACHES AND HERB,REUNITED
09161,09161.mp4,RICHARD MARX,RIGHT HERE WAITING
09162,09162.mp4,ELTON JOHN,ROCKET MAN
09163,09163.mp4,THE CORRS,RUNAWAY
09164,09164.mp4,U2,RUNNING TO STAND STILL
09165,09165.mp4,ERIC BURDON & THE ANIMALS,SAN FRANCISCAN NIGHTS
09166,09166.mp4,VANESSA WILLIAMS,SAVE THE BEST FOR LAST
09167,09167.mp4,ROBERT PLANT,SEA OF LOVE
09168,09168.mp4,MARVIN GAYE,SEXUAL HEALING
09169,09169.mp4,DR.HOOK,SEXY EYES
09170,09170.mp4,GENE KELLY,SINGIN' IN THE RAIN
09171,09171.mp4,CAROLE KING,SO FAR AWAY
09172,09172.mp4,PEARL JAM,SOLDIER OF LOVE
09173,09173.mp4,ROD STEWART,SOME GUYS HAVE ALL THE LUCK
09174,09174.mp4,TINA TURNER,STEAMY WINDOWS
09175,09175.mp4,BARBRA STREISAND,STONEY END
09176,09176.mp4,ANITA BAKER,SWEET LOVE
09177,09177.mp4,SUPERTRAMP,TAKE A LONG WAY HOME
09178,09178.mp4,THE HOLLIES,THE AIR THAT I BREATHE
09179,09179.mp4,SANTANA & MICHELLE BRANCH,THE GAME OF LOVE
09180,09180.mp4,GLENN FREY,THE HEAT IS ON
09181,09181.mp4,SUPERTRAMP,THE LOGICAL SONG
09182,09182.mp4,AIR SUPPLY,THE ONE THAT YOU LOVE
09183,09183.mp4,HUEY LEWIS & THE NEWS,THE POWER OF LOVE
09184,09184.mp4,LOVERBOY,THIS COULD BE THE NIGHT
09185,09185.mp4,BARRY MANILOW,THIS ONE'S FOR YOU
09186,09186.mp4,BEATLES,TICKET TO RIDE
09187,09187.mp4,ALAN PARSON'S PROJECT,TIME
09188,09188.mp4,ELVIS PRESLEY,TOO MUCH
09189,09189.mp4,THE BUGGLES,VIDEO KILLED THE RADIO STAR
09190,09190.mp4,GEORGE MICHAEL,WAKE ME UP BEFORE YOU GO-GO
09191,09191.mp4,CLIFF RICHARD,WE DON'T TALK ANYMORE
09192,09192.mp4,STING,WE'LL BE TOGETHER
09193,09193.mp4,AL JARREAU,WE'RE IN THIS LOVE TOGETHER
09194,09194.mp4,CARPENTERS,WE'VE ONLY JUST BEGUN
09195,09195.mp4,BARBRA STREISAND & BARRY GIBB,WHAT KIND OF FOOL
09196,09196.mp4,INFORMATION SOCIETY,WHAT'S ON YOUR MIND
09197,09197.mp4,BARBRA STREISAND,WHERE YOU LEAD
09198,09198.mp4,CHARLES AND EDDIE,WOULD I LIE TO YOU
09199,09199.mp4,JIMMY CLIFF,YOU CAN GET IT IF YOU REALLY WANT
09200,09200.mp4,KENNY ROGERS,YOU DECORATED MY LIFE
09201,09201.mp4,STEVE MILLER BAND,ABRACADABRA
09202,09202.mp4,TOTO,AFRICA
09203,09203.mp4,CINDY LAUPER,ALL THROUGH THE NIGHT
09204,09204.mp4,PETER FRAMPTON,BABY I LOVE YOUR WAY
09205,09205.mp4,KELLY CLARKSON,BECAUSE OF YOU
09206,09206.mp4,ROBBIE WILLIAMS,BEYOND THE SEA
09207,09207.mp4,KELLY CLARKSON,BREAKAWAY
09208,09208.mp4,FAITH HILL,BREATHE
09209,09209.mp4,SADE,BY YOUR SIDE
09210,09210.mp4,IGGY POP,CANDY
09211,09211.mp4,NIRVANA,COME AS YOU ARE
09212,09212.mp4,CROWDED HOUSE,DON'T DREAM IT'S OVER
09213,09213.mp4,THE HUMAN LEAGUE,DON'T YOU WANT ME
09214,09214.mp4,COMMODORES,EASY
09215,09215.mp4,THE KORGIS,EVERYBODY'S GOT T0 LEARN
09216,09216.mp4,SURVIVOR,EYE OF THE TIGER
09217,09217.mp4,BILLY IDOL,EYES WITHOUT A FACE
09218,09218.mp4,LENNY KRAVITZ,FLY AWAY
09219,09219.mp4,DEMIS ROUSSOS,FOREVER AND EVER
09220,09220.mp4,BEE GEES,GREASE
09221,09221.mp4,ACE OF BASE,HAPPY NATION
09222,09222.mp4,CHICAGO,HARD FOR ME TO SAY I'M SORRY
09223,09223.mp4,GINO VANELLI,I JUST WANNA STOP
09224,09224.mp4,FOREIGNER,I WANT TO KNOW WHAT LOVE IS
09225,09225.mp4,PHD,I WON'T LET YOU DOWN
09226,09226.mp4,IMAGINATION,JUST AN ILLUSION
09227,09227.mp4,SANDRA,MARIA MAGDALENA
09228,09228.mp4,JOHN LENNON,MIND GAMES
09229,09229.mp4,JAMIE CULLUM,MIND TRICK
09230,09230.mp4,BOSTON,MORE THAN A FEELING
09231,09231.mp4,BILLY IDOL,REBEL YELL
09232,09232.mp4,THE CORRS,RUNAWAY
09233,09233.mp4,JAMIROQUAI,SEVEN DAYS IN SUNNY JUNE
09234,09234.mp4,BRYAN FERRY,SLAVE TO LOVE
09235,09235.mp4,BALTIMORE,TARZAN BOY
09236,09236.mp4,KENNY ROGERS & SHEENA EASTON,WE'VE GOT TONIGHT
09237,09237.mp4,HADDAWAY,WHAT IS LOVE
09238,09238.mp4,ANNE MURRAY,YOU NEEDED ME
09239,09239.mp4,DIRE STRAITS,YOUR LATEST TRICK
09240,09240.mp4,JAMES BLUNT,YOU'RE BEAUTIFUL
09241,09241.mp4,ROBBIE WILLIAMS,ADVERTISING SPACE
09242,09242.mp4,ALESIS,ALL FOR A REASON
09243,09243.mp4,AIR SUPPLY,ALL OUT OF LOVE
09244,09244.mp4,MADONNA,BEAUTIFUL STRANGER
09245,09245.mp4,ALPHAVILLE,BIG IN JAPAN
09246,09246.mp4,JACK JOHNSON,BREAKDOWN
09247,09247.mp4,DEEP BLUE SOMETHING,BREAKFAST AT TIFFANY'S
09248,09248.mp4,THE HOUSEMARTINS,BUILD
09249,09249.mp4,LENNY KRAVITZ,CALLING ALL ANGELS
09250,09250.mp4,BARRY MANILOW,COPACABANA
09251,09251.mp4,DON MCLEAN,CRYING
09252,09252.mp4,CRYSTAL GAYLE,DON'T IT MAKE MY BROWN EYES BLUE
09253,09253.mp4,EN VOGUE,DON'T LET GO (LOVE)
09254,09254.mp4,CHRYSTIAN,DON'T SAY GOODBYE
09255,09255.mp4,THE CARS,DRIVE
09256,09256.mp4,BOYZ II MEN,END OF THE ROAD
09257,09257.mp4,PEARL JAM,EVEN FLOW
09258,09258.mp4,PHOLHAS,FOREVER
09259,09259.mp4,GEORGE BENSON,GIVE ME THE NIGHT
09260,09260.mp4,YOUNG RASCALS,GROOVIN'
09261,09261.mp4,JAMES BLUNT,HIGH
09262,09262.mp4,KEANE,IS IT ANY WONDER
09263,09263.mp4,TONY ORLANDO & DAWN,KNOCK THREE TIMES
09264,09264.mp4,LITTLE RICHARD,LONG TALL SALLY
09265,09265.mp4,DAN FOGELBERG,LONGER
09266,09266.mp4,INXS,NEED YOU TONIGHT
09267,09267.mp4,NEIL SEDAKA,OH CAROL
09268,09268.mp4,SIMPLE PLAN,PERFECT
09269,09269.mp4,OTIS REDDING,SITTIN' ON THE DOCK OF THE BAY
09270,09270.mp4,THE CRESTS,SIXTEEN CANDLES
09271,09271.mp4,MADONNA,SORRY
09272,09272.mp4,PUSSYCAT DOLLS,STICKWITU
09273,09273.mp4,KATE TUNSTALL,SUDDENLY I SEE
09274,09274.mp4,ELVIS PRESLEY,TEDDY BEAR
09275,09275.mp4,BILLY JOEL,TELL HER ABOUT IT
09276,09276.mp4,JANET JACKSON,THAT'S THE WAY LOVE GOES
09277,09277.mp4,CHUBBY CHECKER,THE TWIST
09278,09278.mp4,BOBBY LEWIS,TOSSIN' AND TURNIN'
09279,09279.mp4,JACK JOHNSON,UPSIDE-DOWN
09280,09280.mp4,TINA TURNER,WHAT'S LOVE GOT TO DO WITH IT
09281,09281.mp4,JOÃO SÓ,MENINA DA LADEIRA
09282,09282.mp4,ALCIONE,MENINO SEM JUÍZO
09283,09283.mp4,CÉSAR MENOTTI E FABIANO,MENSAGEM PRA ELA
09284,09284.mp4,ZIZI POSSI,"MEU AMIGO, MEU HERÓI"
09285,09285.mp4,PAULA TOLLER,MEU AMOR SE MUDOU PRA LUA
09286,09286.mp4,ALCIONE,MEU VÍCIO É VOCÊ
09287,09287.mp4,MILTINHO,MULHER DE TRINTA
09288,09288.mp4,AMELINHA,"MULHER NOVA, BONITA E CARINHOSA"
09289,09289.mp4,O RAPPA,NA FRENTE DO RETO
09290,09290.mp4,IVETE SANGALO,NÃO PRECISA MUDAR
09291,09291.mp4,MARISA MONTE E ERASMO CARLOS,NÃO QUERO VER VOCÊ TRISTE
09292,09292.mp4,WANESSA CAMARGO,NÃO TÔ PRONTA PRA PERDOAR
09293,09293.mp4,THE FEVER'S,NATHALIE
09294,09294.mp4,LENINE E ZÉLIA DUNCAN,NATURALMENTE
09295,09295.mp4,TONY PLATÃO,NEGRO AMOR
09296,09296.mp4,LULU SANTOS,NINGUÉM MERECE
09297,09297.mp4,THE FEVER'S,NINGUÉM VIVE SEM AMOR
09298,09298.mp4,BANDA EVA,NOSSO AMOR É LINDO
09299,09299.mp4,INIMIGOS DA HP,NOSSO FILME
09300,09300.mp4,MARÍLIA BARBOSA,O CIRCO
09301,09301.mp4,JAIR RODRIGUES,O CRAVO E A ROSA
09302,09302.mp4,INIMIGOS DA HP,O DIA DO NOSSO AMOR
09303,09303.mp4,RIONEGRO E SOLIMÕES,O GRITO DA GALERA
09304,09304.mp4,SÉRGIO LOROZA,O MEU PONTO FRACO É MULHER
09305,09305.mp4,LUXÚRIA,O ÓDIO
09306,09306.mp4,CIDADE NEGRA,O PARAÍSO TEM UM TEMPO BOM
09307,09307.mp4,MILTON NASCIMENTO,O ROUXINOL
09308,09308.mp4,MILIONÁRIO E JOSÉ RICO,O TROPEIRO
09309,09309.mp4,BANDA CALYPSO,OBJETO DE DESEJO
09310,09310.mp4,WANDO,OBSCENO
09311,09311.mp4,ZEZÉ DI CAMARGO E LUCIANO,OLHA EU AÍ
09312,09312.mp4,NETINHO E IVETE SANGALO,ONDE VOCÊ SE ESCONDE
09313,09313.mp4,CAETANO VELOSO,ORAÇÃO AO TEMPO
09314,09314.mp4,JULIANA DINIZ,PARA FICAR
09315,09315.mp4,BABADO NOVO,PENSANDO EM VOCÊ
09316,09316.mp4,ALCIONE,PIOR É QUE EU GOSTO
09317,09317.mp4,GRUPO TRADIÇÃO,PIRATA (O CD PÁRA)
09318,09318.mp4,MILTINHO E TITO MADI,POEMA DO ADEUS
09319,09319.mp4,CALCINHA PRETA,POR QUE TOCOU MEU CORAÇÃO
09320,09320.mp4,BRUNO E MARRONE,PRA NÃO MORRER DE AMOR
09321,09321.mp4,FREJAT,PROCURO UM AMOR
09322,09322.mp4,ZECA PAGODINHO,QUANDO A GIRA GIROU
09323,09323.mp4,PEDRO MARIANO,QUASE AMOR
09324,09324.mp4,FÁTIMA LEÃO,QUASE ME CHAMOU DE AMOR
09325,09325.mp4,SECOS E MOLHADOS,QUE FIM LEVARAM TODAS FLORES
09326,09326.mp4,FAFÁ DE BELÉM,QUE ME VENHA ESSE HOMEM
09327,09327.mp4,DANIELA MÉRCURY E J. E UMA NOITES,QUERO A FELICIDADE
09328,09328.mp4,ZECA PAGODINHO,RATATUIA
09329,09329.mp4,NX ZERO,RAZÕES E EMOÇÕES
09330,09330.mp4,NATIRUTS,REGGAE POWER
09331,09331.mp4,TIM MAIA,RÉU CONFESSO
09332,09332.mp4,NELSON GONÇALVES,RISQUE
09333,09333.mp4,GIAN E GIOVANI,ROUPA DE LUA DE MEL
09334,09334.mp4,ANA CAROLINA,RUAS DE OUTONO
09335,09335.mp4,MARIA BETHÂNIA,SÁBADO EM COPACABANA
09336,09336.mp4,SEU JORGE,SAMBA QUE NEM RITA À DORA
09337,09337.mp4,ALCIONE,SE NÃO É AMOR
09338,09338.mp4,BEBETO,SEGURA A NEGA
09339,09339.mp4,WANDERLEY CARDOSO,SEMPRE LHE DIREI (LADY LAY)
09340,09340.mp4,GUILHERME E SANTIAGO,SÓ DE VOCÊ
09341,09341.mp4,MARIA RITA,TÁ PERDOADO
09342,09342.mp4,IVO PESSOA,TELETEMA
09343,09343.mp4,DANIEL,TEM ALGUÉM NO SEU LUGAR
09344,09344.mp4,SORRISO MAROTO,TENHO MEDO
09345,09345.mp4,SEU JORGE,TIVE RAZÃO
09346,09346.mp4,LENINE,TODAS ELAS JUNTAS NUM SÓ SER
09347,09347.mp4,SEU JORGE,TRABALHADOR
09348,09348.mp4,TIHUANA,TROPA DE ELITE
09349,09349.mp4,ALTEMAR DUTRA,TUDO DE MIM
09350,09350.mp4,MASKAVO,UM ANJO DO CÉU
09351,09351.mp4,ROUPA NOVA,UM ANJO MUITO ESPECIAL
09352,09352.mp4,FAFÁ DE BELÉM,UM HOMEM QUE AMEI
09353,09353.mp4,ROUPA NOVA E CLÁUDIA LEITE,UM SONHO A DOIS
09354,09354.mp4,LEONARDO,UMA FESTA TODO DIA
09355,09355.mp4,AMADO BATISTA,VÁ EMBORA
09356,09356.mp4,JORGE VERCILO,VELA DE ACENDER VELA DE NAVEGAR
09357,09357.mp4,INIMIGOS DA HP,VEM BUSCAR O QUE É TEU
09358,09358.mp4,CÉSAR MENOTTI E FABIANO,VEM ME AMAR
09359,09359.mp4,TCHÊ GAROTOS,VEM ME DENGAR
09360,09360.mp4,BABADO NOVO,VER-TE MAR
09361,09361.mp4,FÁGNER,VIAJANTE
09362,09362.mp4,RIONEGRO E SOLIMÕES,VIDA DE CÃO
09363,09363.mp4,MILIONÁRIO E JOSÉ RICO,VIVA A VIDA
09364,09364.mp4,DETONAUTAS,VOCÊ ME FAZ TÃO BEM
09365,09365.mp4,NANA CAYMMI,VOCÊ NÃO SABE AMAR
09366,09366.mp4,NEGRA LI,VOCÊ VAI ESTAR NA MINHA
09367,09367.mp4,MIÚCHA,VOCÊ VAI VER
09368,09368.mp4,FÁBIO JÚNIOR,VOLTA AO COMEÇO
09369,09369.mp4,JOÃO BOSCO E VINÍCIUS,VOU DOAR MEU CORAÇÃO
09370,09370.mp4,RICK E RENNER,VOU GANHAR VOCÊ
09371,09371.mp4,LEGIÃO URBANA,A CANÇÃO DO SENHOR DA GUERRA
09372,09372.mp4,CARLOS ALEXANDRE,A CIGANINHA
09373,09373.mp4,IVETE SANGALO,A GALERA
09374,09374.mp4,FERNANDO MENDES,A MENINA DO SUBÚRBIO
09375,09375.mp4,PAULA TOLLER,À NOITE SONHEI CONTIGO
09376,09376.mp4,DANIEL,A PRIMEIRA LETRA
09377,09377.mp4,JORGE BENJOR,A PRINCESA E O PLEBEU
09378,09378.mp4,MOACYR FRANCO,À SOMBRA DO TEU SORRISO
09379,09379.mp4,BRUNO E MARRONE,ABAFA O CASO
09380,09380.mp4,TIM MAIA,ACENDA O FAROL
09381,09381.mp4,INIMIGOS DO REI,ADELAIDE
09382,09382.mp4,AS FRENÉTICAS,AGITO E USO
09383,09383.mp4,DJAVAN,ÁLIBI
09384,09384.mp4,ELIS REGINA,ALTOS E BAIXOS
09385,09385.mp4,BENITO DI PAULA,AMIGO DO SOL AMIGO DA LUA
09386,09386.mp4,BRUNO E MARRONE,AMOR DE BALADA
09387,09387.mp4,BRUNO E MARRONE-EDSON E HUDSON,AMOR DE PING PONG
09388,09388.mp4,BANDA VOA DOIS,AMOR PIREI
09389,09389.mp4,FRANCIS HIME,AMOR SEM MEDO
09390,09390.mp4,RENATO TEIXEIRA,AMORA
09391,09391.mp4,BANDA EVA,ANJO
09392,09392.mp4,CPM 22,APOSTAS E CERTEZAS
09393,09393.mp4,ANA CAROLINA,AQUI
09394,09394.mp4,CÉSAR MENOTTI E FABIANO,AQUI NÃO
09395,09395.mp4,JAMMIL E UMA NOITES,AS CANÇÕES QUE EU FIZ
09396,09396.mp4,CLARA NUNES,AS FORÇAS DA NATUREZA
09397,09397.mp4,MARIA BETHÂNIA,ATIRASTE UMA PEDRA
09398,09398.mp4,GRUPO REVELAÇÃO,BAIXA ESSA GUARDA
09399,09399.mp4,NETINHO,BALANÇO LEGAL
09400,09400.mp4,DJ MALUCO,BAR DO TOBAS
09401,09401.mp4,COGUMELO PLUTÃO,BEIJAR NA BOCA
09402,09402.mp4,RICK E RENNER,BERRANDO QUE NEM BOI
09403,09403.mp4,MAURO CELSO,BILU TETÉIA
09404,09404.mp4,MAÍRA CHARKEN,BONDE DO FUNK AXÉ
09405,09405.mp4,RONNIE VON,CACHO DE UVA
09406,09406.mp4,GAL COSTA,CANTA BRASIL
09407,09407.mp4,MARIA BETHÂNIA,CANTO DE OXUM
09408,09408.mp4,LUIZ GONZAGA,CAPIM NOVO
09409,09409.mp4,BABADO NOVO,CARANGUEJO
09410,09410.mp4,TIM MAIA,CARINHOS
09411,09411.mp4,MARÍLIA BARBOSA,CASO VOCÊ CASE
09412,09412.mp4,BRUNO E MARRONE,CASTELO DE AREIA
09413,09413.mp4,SIDNEY MAGAL,CÉU COR DE ROSA
09414,09414.mp4,NILA BRANCO,CHAMA
09415,09415.mp4,LUCYNHA CINTRA,CHEGA AÍ
09416,09416.mp4,MARIA BETHÂNIA,CHEIRO DE AMOR
09417,09417.mp4,AMADO BATISTA,CHUVA DE VENTO
09418,09418.mp4,JULIANA BARONI,CIDADE TRISTE
09419,09419.mp4,TCHÊ GAROTOS,CLARÃO DA LUA
09420,09420.mp4,MORAES MOREIRA,COISA ACESA
09421,09421.mp4,RICK E RENNER,COISA DE DEUS
09422,09422.mp4,BABADO NOVO,COLADINHO
09423,09423.mp4,NALDO E LULA,COMO MÁGICA
09424,09424.mp4,DÉBORA BLANDO,CONTRATO ASSINADO
09425,09425.mp4,IVAN LINS,CONVERSA DE BOTEQUIM
09426,09426.mp4,TCHÊ GAROTOS,CRIADO TIPO BICHO
09427,09427.mp4,MARIA BETHÂNIA,DA COR BRASILEIRA
09428,09428.mp4,LUK BROWN,DANADA DA PREGUIÇA
09429,09429.mp4,GRUPO ALGO MAIS,DANÇA DO BOLE-BOLE
09430,09430.mp4,JULIANA BARONI,"DANCE, DANCE, DANCE"
09431,09431.mp4,EDU RIBEIRO,DE MAIS NINGUÉM
09432,09432.mp4,ISABELLA TAVIANI,DE QUALQUER MANEIRA
09433,09433.mp4,LINOX,DE REPENTE
